city,cell_id,metric,benchmark_count,human_miles,waymo_miles
LOS_ANGELES,9278172332038291456,blincoe_any_injury,2.93685756240822,17827483.04744671,3068.6587746587543
LOS_ANGELES,9278172366398029824,blincoe_any_injury,1.46842878120411,6259657.24800152,4842.219078663765
LOS_ANGELES,9278172400757768192,blincoe_any_injury,7.23005455695252,12991225.106670395,13175.170684758681
LOS_ANGELES,9278172435117506560,blincoe_any_injury,7.342143906020549,19576413.252362795,25325.17621040068
LOS_ANGELES,9278172469477244928,blincoe_any_injury,4.40528634361233,15312063.594528256,4104.509997007088
LOS_ANGELES,9278172538196721664,blincoe_any_injury,0.0,12885761.615382373,3653.0226453578034
LOS_ANGELES,9278172572556460032,blincoe_any_injury,5.87371512481644,28659782.441410188,6272.566555161513
LOS_ANGELES,9278172606916198400,blincoe_any_injury,18.865395457517373,31052654.683671113,124.48210996424511
LOS_ANGELES,9278172709995413504,blincoe_any_injury,8.69848333815663,20775655.640957627,1564.4485929929765
LOS_ANGELES,9278178585510674432,blincoe_any_injury,39.64757709251098,14280811.633272689,4.783449164028181
LOS_ANGELES,9278178619870412800,blincoe_any_injury,44.05286343612331,20339732.92277274,6.149180854532402
LOS_ANGELES,9278178654230151168,blincoe_any_injury,45.29711351919136,17277373.74416092,13.821698292428866
LOS_ANGELES,9278178688589889536,blincoe_any_injury,65.14243759177674,15968789.735214802,18.530485570008924
LOS_ANGELES,9278179135266488320,blincoe_any_injury,20.333824238721483,12980717.68297934,2.750364358445602
LOS_ANGELES,9278179238345703424,blincoe_any_injury,43.82868473798725,22298096.638434313,920.2904361014779
LOS_ANGELES,9278179272705441792,blincoe_any_injury,27.78805749381007,8235864.033777005,25372.40075000087
LOS_ANGELES,9278179307065180160,blincoe_any_injury,43.116005873715096,11223895.291945247,6944.456894111531
LOS_ANGELES,9278179341424918528,blincoe_any_injury,57.04454376882425,16473019.919521311,5414.033660119643
LOS_ANGELES,9278179375784656896,blincoe_any_injury,32.305433186490426,14707396.111490078,1910.7980797556934
LOS_ANGELES,9278179410144395264,blincoe_any_injury,86.30103004383842,30238904.427443333,483.39663537218235
LOS_ANGELES,9278179478863872000,blincoe_any_injury,24.963289280469876,8610471.303995924,0.3098160690113669
LOS_ANGELES,9278179513223610368,blincoe_any_injury,39.53548774344295,22728675.115193263,21720.521648390655
LOS_ANGELES,9278179547583348736,blincoe_any_injury,35.13020139983062,26375163.69201829,16762.244245538142
LOS_ANGELES,9278179581943087104,blincoe_any_injury,14.684287812041102,17643708.21761369,4708.388716325096
LOS_ANGELES,9278179616302825472,blincoe_any_injury,7.342143906020549,17729207.53667208,1944.4794791756035
LOS_ANGELES,9278179650662563840,blincoe_any_injury,39.53548774344295,17284471.682681095,19090.599111518426
LOS_ANGELES,9278179685022302208,blincoe_any_injury,41.19921969623886,27142941.763586074,20684.369043872437
LOS_ANGELES,9278179719382040576,blincoe_any_injury,8.698483338156631,12017178.915086808,17156.197182068918
LOS_ANGELES,9278179753741778944,blincoe_any_injury,7.23005455695252,20227196.79926225,1679.7807410573093
LOS_ANGELES,9278179856820994048,blincoe_any_injury,35.13020139983062,19775501.88745534,0.37411678357503747
LOS_ANGELES,9278180509656023040,blincoe_any_injury,31.940289612742085,33776315.66891059,3008.2344110576187
